PARGROUP,PRNAM,CAS,DTYPE,PARAM,MUNIT,MATRX,BASIS,METPT,METOA,Note,AphiaID,Species,P01_Code,P01,P01_label,S06_label,S07_label,S27_label,S02_label,S26_label,S25_label,TAXON,S09_label,S10_label,S11_label,S12_label,S13_label,S14_label,S15_label,S06,S07,S27,S02,S26,S25,S09,S10,S11,S12,S13,S14,S15
OC-HC,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CF,HCHG,-9,MU,W,-9,-9,Fish,126437,Melanogrammus aeglefinus,-9,IC001127,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit wet weight of biota {Melanogrammus aeglefinus (ITIS: 164744: WoRMS 126437) [Subcomponent: muscle tissue]},Concentration,not specified,gamma-hexachlorocyclohexane,per unit wet weight of,biota,Melanogrammus aeglefinus (ITIS: 164744: WoRMS 126437) [Subcomponent: muscle tissue],Melanogrammus aeglefinus (ITIS: 164744: WoRMS 126437),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002503,S055,MAT01963,BE007541,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-HC,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CF,HCHG,-9,MU,W,-9,-9,Fish,126438,Merlangius merlangus,-9,IC001128,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit wet weight of biota {Merlangius merlangus (ITIS: 164758: WoRMS 126438) [Subcomponent: muscle tissue]},Concentration,not specified,gamma-hexachlorocyclohexane,per unit wet weight of,biota,Merlangius merlangus (ITIS: 164758: WoRMS 126438) [Subcomponent: muscle tissue],Merlangius merlangus (ITIS: 164758: WoRMS 126438),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002503,S055,MAT01963,BE006639,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-HC,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CF,HCHG,-9,MU,W,-9,-9,Fish,126484,Merluccius merluccius,-9,IC002191,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit wet weight of biota {Merluccius merluccius (ITIS: 164795: WoRMS 126484) [Subcomponent: muscle tissue]},Concentration,not specified,gamma-hexachlorocyclohexane,per unit wet weight of,biota,Merluccius merluccius (ITIS: 164795: WoRMS 126484) [Subcomponent: muscle tissue],Merluccius merluccius (ITIS: 164795: WoRMS 126484),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002503,S055,MAT01963,BE007543,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-HC,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CF,HCHG,-9,LI,W,-9,-9,Fish,127140,Microstomus kitt,-9,IC000529,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit wet weight of biota {Microstomus kitt (ITIS: 172888: WoRMS 127140) [Subcomponent: liver]},Concentration,not specified,gamma-hexachlorocyclohexane,per unit wet weight of,biota,Microstomus kitt (ITIS: 172888: WoRMS 127140) [Subcomponent: liver],Microstomus kitt (ITIS: 172888: WoRMS 127140),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002503,S055,MAT01963,BE007546,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-HC,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CF,HCHG,-9,MU,W,-9,-9,Fish,127140,Microstomus kitt,-9,IC001514,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit wet weight of biota {Microstomus kitt (ITIS: 172888: WoRMS 127140) [Subcomponent: muscle tissue]},Concentration,not specified,gamma-hexachlorocyclohexane,per unit wet weight of,biota,Microstomus kitt (ITIS: 172888: WoRMS 127140) [Subcomponent: muscle tissue],Microstomus kitt (ITIS: 172888: WoRMS 127140),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002503,S055,MAT01963,BE007547,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-HC,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CF,HCHG,-9,MU,W,-9,-9,Fish,126461,Molva molva,-9,IC002205,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit wet weight of biota {Molva molva (ITIS: 164760: WoRMS 126461) [Subcomponent: muscle tissue]},Concentration,not specified,gamma-hexachlorocyclohexane,per unit wet weight of,biota,Molva molva (ITIS: 164760: WoRMS 126461) [Subcomponent: muscle tissue],Molva molva (ITIS: 164760: WoRMS 126461),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002503,S055,MAT01963,BE007551,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-HC,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CF,HCHG,-9,MU,W,-9,-9,Fish,126985,Mullus barbatus,-9,W2931296,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit wet weight of biota {Mullus barbatus (ITIS: 169419: WoRMS 126985) [Subcomponent: muscle tissue]},Concentration,not specified,gamma-hexachlorocyclohexane,per unit wet weight of,biota,Mullus barbatus (ITIS: 169419: WoRMS 126985) [Subcomponent: muscle tissue],Mullus barbatus (ITIS: 169419: WoRMS 126985),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002503,S055,MAT01963,BE007324,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-HC,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CF,HCHG,-9,SB,W,-9,-9,Mollusca,140480,Mytilus edulis,-9,CF050WME,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit wet weight of biota {Mytilus edulis (ITIS: 79454: WoRMS 140480) [Subcomponent: flesh]},Concentration,not specified,gamma-hexachlorocyclohexane,per unit wet weight of,biota,Mytilus edulis (ITIS: 79454: WoRMS 140480) [Subcomponent: flesh],Mytilus edulis (ITIS: 79454: WoRMS 140480),not specified,not specified,not specified,flesh,not specified,not specified,not specified,S0600045,S0700006,CS002503,S055,MAT01963,BE006336,S09133,S104,S1131,S1214,S1319,S1430,S152
OC-HC,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CF,HCHG,-9,TM,W,-9,-9,Crustacean,107254,Nephrops norvegicus,-9,IC002206,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit wet weight of biota {Nephrops norvegicus (ITIS: 97317: WoRMS 107254) [Subcomponent: muscle tissue]},Concentration,not specified,gamma-hexachlorocyclohexane,per unit wet weight of,biota,Nephrops norvegicus (ITIS: 97317: WoRMS 107254) [Subcomponent: muscle tissue],Nephrops norvegicus (ITIS: 97317: WoRMS 107254),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002503,S055,MAT01963,BE007557,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,SB,W,-9,-9,Mollusca,140658,Ostrea edulis,-9,IC000827,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Ostrea edulis (ITIS: 79885: WoRMS 140658) [Subcomponent: flesh]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Ostrea edulis (ITIS: 79885: WoRMS 140658) [Subcomponent: flesh],Ostrea edulis (ITIS: 79885: WoRMS 140658),not specified,not specified,not specified,flesh,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE007123,S09133,S104,S1131,S1214,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Crustacean,107616,Palaemon serratus,-9,IC000324,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Palaemon serratus (ITIS: 96451: WoRMS 107616) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Palaemon serratus (ITIS: 96451: WoRMS 107616) [Subcomponent: muscle tissue],Palaemon serratus (ITIS: 96451: WoRMS 107616),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE007559,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,127143,Pleuronectes platessa,-9,IC000599,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Pleuronectes platessa (ITIS: 172902: WoRMS 127143) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Pleuronectes platessa (ITIS: 172902: WoRMS 127143) [Subcomponent: muscle tissue],Pleuronectes platessa (ITIS: 172902: WoRMS 127143),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE006632,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,127143,Pleuronectes platessa,-9,,,Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Pleuronectes platessa (ITIS: 172902: WoRMS 127143) [Stage: juvenile Subcomponent: muscle tissue],Pleuronectes platessa (ITIS: 172902: WoRMS 127143),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE006663,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,126440,Pollachius pollachius,-9,IC000600,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Pollachius pollachius (ITIS: 164728: WoRMS 126440) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Pollachius pollachius (ITIS: 164728: WoRMS 126440) [Subcomponent: muscle tissue],Pollachius pollachius (ITIS: 164728: WoRMS 126440),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE007565,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,127149,Psetta maxima,-9,,,Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,,Scophthalmus maximus (ITIS: 172748: WoRMS 127149),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,127023,Scomber scombrus,-9,IC002031,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Scomber scombrus (ITIS: 172414: WoRMS 127023) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Scomber scombrus (ITIS: 172414: WoRMS 127023) [Subcomponent: muscle tissue],Scomber scombrus (ITIS: 172414: WoRMS 127023),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE007119,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,127150,Scophthalmus rhombus,-9,IC001214,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Scophthalmus rhombus (ITIS: 172749: WoRMS 127150) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Scophthalmus rhombus (ITIS: 172749: WoRMS 127150) [Subcomponent: muscle tissue],Scophthalmus rhombus (ITIS: 172749: WoRMS 127150),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE007585,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,127160,Solea solea,-9,IC000828,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Solea solea (ITIS: 173002: WoRMS 127160) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Solea solea (ITIS: 173002: WoRMS 127160) [Subcomponent: muscle tissue],Solea solea (ITIS: 173002: WoRMS 127160),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE007591,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,127026,Thunnus alalunga,-9,IC002989,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Thunnus alalunga (ITIS: 172419: WoRMS 127026) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Thunnus alalunga (ITIS: 172419: WoRMS 127026) [Subcomponent: muscle tissue],Thunnus alalunga (ITIS: 172419: WoRMS 127026),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE008503,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,SB,W,-9,-9,Mollusca,231750,Venerupis philippinarum,-9,,,Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,,Ruditapes philippinarum (WoRMS 231750),not specified,not specified,not specified,flesh,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,,S09133,S104,S1131,S1214,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,127427,Zeus faber,-9,IC000325,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Zeus faber (ITIS: 166287: WoRMS 127427) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Zeus faber (ITIS: 166287: WoRMS 127427) [Subcomponent: muscle tissue],Zeus faber (ITIS: 166287: WoRMS 127427),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE007601,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,SB,W,-9,-9,Mollusca,138998,Cerastoderma edule,-9,IC001215,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Cerastoderma edule (ITIS: 80901: WoRMS 138998) [Subcomponent: flesh]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Cerastoderma edule (ITIS: 80901: WoRMS 138998) [Subcomponent: flesh],Cerastoderma edule (ITIS: 80901: WoRMS 138998),not specified,not specified,not specified,flesh,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE006783,S09133,S104,S1131,S1214,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,LI,W,-9,-9,Fish,126759,Anarhichas minor,-9,IC001599,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Anarhichas minor (ITIS: 171342: WoRMS 126759) [Subcomponent: liver]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Anarhichas minor (ITIS: 171342: WoRMS 126759) [Subcomponent: liver],Anarhichas minor (ITIS: 171342: WoRMS 126759),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE007498,S09133,S104,S1131,S1216,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,LI,W,-9,-9,Bird,137130,Cepphus grylle,-9,IC002640,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Cepphus grylle (ITIS: 176985: WoRMS 137130) [Subcomponent: liver]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Cepphus grylle (ITIS: 176985: WoRMS 137130) [Subcomponent: liver],Cepphus grylle (ITIS: 176985: WoRMS 137130),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE008505,S09133,S104,S1131,S1216,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,LI,W,-9,-9,Fish,126417,Clupea harengus,-9,IC001329,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: liver]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: liver],Clupea harengus (ITIS: 161722: WoRMS 126417),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE006619,S09133,S104,S1131,S1216,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,L,-9,-9,Fish,126417,Clupea harengus,-9,IC001199,"Lipid-normalised concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} in biota {Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue]}",Lipid-normalised concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",in,biota,Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue],Clupea harengus (ITIS: 161722: WoRMS 126417),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600044,S0700006,CS001012,S026,MAT01963,BE006620,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,MU,W,-9,-9,Fish,126417,Clupea harengus,-9,IC001200,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue],Clupea harengus (ITIS: 161722: WoRMS 126417),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE006620,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,SB,D,-9,-9,Crustacean,107552,Crangon crangon,-9,,,Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit dry weight of,biota,,Crangon crangon (ITIS: 97118: WoRMS 107552),not specified,not specified,not specified,,not specified,not specified,not specified,S0600045,S0700006,CS001012,S041,MAT01963,,S09133,S104,S1131,,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,TM,D,-9,-9,Crustacean,107552,Crangon crangon,-9,IC000316,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit dry weight of biota {Crangon crangon (ITIS: 97118: WoRMS 107552) [Subcomponent: muscle tissue]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit dry weight of,biota,Crangon crangon (ITIS: 97118: WoRMS 107552) [Subcomponent: muscle tissue],Crangon crangon (ITIS: 97118: WoRMS 107552),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS001012,S041,MAT01963,BE007110,S09133,S104,S1131,S1218,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,SB,D,-9,-9,Mollusca,140656,Crassostrea gigas,-9,IC000590,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit dry weight of biota {Crassostrea gigas (ITIS: 79868: WoRMS 140656) [Subcomponent: flesh]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit dry weight of,biota,Crassostrea gigas (ITIS: 79868: WoRMS 140656) [Subcomponent: flesh],Crassostrea gigas (ITIS: 79868: WoRMS 140656),not specified,not specified,not specified,flesh,not specified,not specified,not specified,S0600045,S0700006,CS001012,S041,MAT01963,BE006624,S09133,S104,S1131,S1214,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,SB,D,-9,-9,Mollusca,181566,Dreissena polymorpha,-9,IC000814,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit dry weight of biota {Dreissena polymorpha (ITIS: 81339: WoRMS 181566) [Subcomponent: flesh]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit dry weight of,biota,Dreissena polymorpha (ITIS: 81339: WoRMS 181566) [Subcomponent: flesh],Dreissena polymorpha (ITIS: 81339: WoRMS 181566),not specified,not specified,not specified,flesh,not specified,not specified,not specified,S0600045,S0700006,CS001012,S041,MAT01963,BE006782,S09133,S104,S1131,S1214,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,WO,D,-9,-9,Algae,145548,Fucus vesiculosus,-9,IC001201,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit dry weight of biota {Fucus vesiculosus (ITIS: 11335: WoRMS 145548)}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit dry weight of,biota,Fucus vesiculosus (ITIS: 11335: WoRMS 145548),Fucus vesiculosus (ITIS: 11335: WoRMS 145548),not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001012,S041,MAT01963,BE006628,S09133,S104,S1131,S1219,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,LI,L,-9,-9,Fish,126436,Gadus morhua,-9,IC000317,"Lipid-normalised concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} in biota {Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver]}",Lipid-normalised concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",in,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600044,S0700006,CS001012,S026,MAT01963,BE006604,S09133,S104,S1131,S1216,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,LI,L,-9,-9,Fish,126436,Gadus morhua,-9,,,Lipid-normalised concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",in,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Stage: immature Subcomponent: liver],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600044,S0700006,CS001012,S026,MAT01963,BE008481,S09133,S104,S1131,S1216,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,LI,W,-9,-9,Fish,126436,Gadus morhua,-9,IC001584,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE006604,S09133,S104,S1131,S1216,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,LI,W,-9,-9,Fish,126436,Gadus morhua,-9,,,Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Stage: immature Subcomponent: liver],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE008481,S09133,S104,S1131,S1216,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,LI,W,-9,-9,Fish,158926,Gadus ogac,-9,IC001585,"Concentration of 2,2',4,4',5-pentabromodiphenyl ether {BDE99 CAS 60348-60-9} per unit wet weight of biota {Gadus ogac (ITIS: 164717: WoRMS 158926) [Subcomponent: liver]}",Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit wet weight of,biota,Gadus ogac (ITIS: 164717: WoRMS 158926) [Subcomponent: liver],Gadus ogac (ITIS: 164717: WoRMS 158926),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS001012,S055,MAT01963,BE007519,S09133,S104,S1131,S1216,S1319,S1430,S152
O-BR,"2,2',4,4',5-pentabromodiphenyl ether (PBDE99)",60348-60-9,CF,BDE99,-9,SB,D,-9,-9,Fish,125988,Gobius,-9,,,Concentration,not specified,"2,2',4,4',5-pentabromodiphenyl ether",per unit dry weight of,biota,,Gobius (ITIS: 171833: WoRMS 125988),not specified,not specified,not specified,,not specified,not specified,not specified,S0600045,S0700006,CS001012,S041,MAT01963,,S09133,S104,S1131,,S1319,S1430,S152
